,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Amount_Total,Total_Purchases,Children,Family_Size,Total_AcceptedCmp,Days_Active
739,Graduation,In Relationship,62882.0,26,509,133,497.0,78,24,97,2,7.0,5.0,6,4,0,0,0,0,0,0,0,45.0,1260,20.0,1,3,0,794
740,PhD,Single,64108.0,8,948,10,86.0,13,21,21,4,6.0,9.0,11,5,0,0,0,0,0,0,0,61.0,1086,30.0,1,2,0,616
741,Master,In Relationship,34941.0,26,39,2,25.0,4,3,24,2,3.0,0.0,3,8,0,0,0,0,0,0,0,58.0,93,8.0,2,4,0,526
742,PhD,Single,48767.0,79,28,1,21.0,3,0,10,3,2.0,1.0,3,5,0,0,0,0,0,0,0,64.0,60,9.0,3,4,0,261
743,2n Cycle,In Relationship,38702.0,71,13,11,24.0,13,8,40,2,3.0,0.0,4,6,0,0,0,0,0,0,0,36.0,96,9.0,1,3,0,627
744,Graduation,In Relationship,82224.0,83,307,26,360.0,138,31,40,1,6.0,9.0,5,3,0,0,0,1,0,0,0,50.0,764,21.0,0,2,1,233
745,Graduation,In Relationship,83844.0,57,901,31,345.0,75,31,191,1,4.0,4.0,11,1,0,0,1,0,0,0,0,62.0,1499,20.0,0,2,1,310
746,2n Cycle,In Relationship,17003.0,37,2,5,12.0,4,8,7,3,2.0,0.0,4,5,0,0,0,0,0,0,0,39.0,34,9.0,1,3,0,414
747,Graduation,Single,71163.0,30,283,17,372.0,138,106,44,1,3.0,8.0,12,1,0,0,0,0,0,0,0,19.0,822,24.0,0,1,0,65
748,Graduation,Single,33697.0,34,4,3,7.0,0,3,11,1,1.0,0.0,2,7,1,0,0,0,0,0,0,44.0,28,4.0,1,2,1,414
749,2n Cycle,In Relationship,63564.0,0,769,80,252.0,15,34,65,1,10.0,10.0,7,6,1,0,0,0,0,0,1,60.0,1200,28.0,0,2,2,312
750,PhD,In Relationship,83443.0,89,518,42,742.0,55,56,84,1,6.0,10.0,5,2,0,0,0,0,0,0,0,42.0,1442,22.0,0,2,0,252
751,PhD,In Relationship,51518.0,92,350,8,66.0,17,4,4,2,3.0,2.0,10,3,0,0,0,0,0,0,0,56.0,432,17.0,1,3,0,545
752,Graduation,Single,58330.0,87,445,53,213.0,104,98,151,1,6.0,4.0,13,4,0,0,0,0,0,0,0,39.0,960,24.0,1,2,0,260
753,Graduation,In Relationship,80952.0,20,778,178,689.0,41,27,44,1,8.0,5.0,11,8,0,1,1,1,0,0,1,45.0,1716,25.0,0,2,4,627
754,Graduation,In Relationship,75507.0,56,709,93,374.0,104,80,80,1,8.0,6.0,6,3,0,0,0,0,0,0,0,35.0,1336,21.0,0,2,0,249
755,2n Cycle,In Relationship,63855.0,28,359,35,314.0,93,116,89,1,7.0,3.0,13,4,0,0,0,0,0,0,0,36.0,913,24.0,0,2,0,433
756,PhD,In Relationship,62220.0,55,799,12,375.0,16,12,12,5,7.0,6.0,5,6,0,0,0,0,0,0,1,42.0,1210,23.0,1,3,1,704
757,Graduation,In Relationship,58512.0,25,895,10,101.0,13,0,152,5,3.0,4.0,8,8,0,0,0,0,0,0,0,50.0,1158,20.0,1,3,0,419
758,Master,In Relationship,40662.0,0,40,2,23.0,0,4,23,2,2.0,1.0,3,4,0,0,0,0,0,0,0,35.0,92,8.0,1,3,0,632
759,PhD,In Relationship,38829.0,86,76,0,7.0,0,0,16,1,3.0,2.0,2,5,0,0,0,0,0,0,0,55.0,99,8.0,1,3,0,100
760,2n Cycle,In Relationship,35523.0,8,11,5,22.0,12,5,11,2,3.0,0.0,3,7,0,0,0,0,0,0,0,33.0,54,8.0,1,3,0,629
761,Graduation,Single,79146.0,33,245,16,223.0,21,43,16,2,8.0,1.0,8,6,0,0,0,0,0,0,0,47.0,543,19.0,2,3,0,194
762,Master,In Relationship,78285.0,13,647,107,391.0,175,67,40,1,6.0,4.0,10,3,0,0,0,0,0,0,0,26.0,1252,21.0,0,2,0,392
763,PhD,Single,31626.0,12,39,1,9.0,2,1,34,1,2.0,1.0,2,7,1,0,0,0,0,0,1,36.0,84,6.0,1,2,2,416
764,Graduation,Single,75127.0,92,203,35,305.0,46,17,227,1,2.0,11.0,5,1,0,0,0,0,0,0,0,62.0,787,19.0,0,1,0,107
765,Graduation,In Relationship,48726.0,90,138,3,38.0,4,0,59,3,3.0,2.0,4,6,0,0,0,0,0,0,0,59.0,238,12.0,1,3,0,499
766,Graduation,In Relationship,74985.0,8,587,51,898.0,247,0,86,1,3.0,6.0,7,2,0,0,0,0,0,0,0,37.0,1622,17.0,0,2,0,750
767,Graduation,In Relationship,67430.0,6,595,97,291.0,127,133,121,1,11.0,5.0,12,6,0,0,0,0,0,0,0,27.0,1237,29.0,0,2,0,936
768,2n Cycle,In Relationship,46891.0,91,43,12,23.0,29,15,61,1,2.0,1.0,4,4,0,0,0,0,0,0,0,49.0,154,8.0,1,3,0,606
769,Master,In Relationship,62058.0,52,301,7,74.0,10,0,58,4,6.0,1.0,7,6,0,0,0,0,0,0,0,58.0,440,18.0,1,3,0,508
770,Graduation,In Relationship,72063.0,3,180,32,348.0,76,32,90,2,5.0,2.0,12,2,0,0,0,0,0,0,0,35.0,682,21.0,1,3,0,637
771,PhD,In Relationship,78939.0,57,794,115,243.0,150,0,205,1,8.0,5.0,6,3,0,0,0,0,0,0,0,63.0,1357,20.0,0,2,0,303
772,Graduation,Single,42720.0,9,392,5,91.0,28,26,112,8,7.0,3.0,7,8,0,0,0,0,0,0,1,49.0,626,25.0,2,3,1,583
773,Graduation,In Relationship,33622.0,22,39,1,22.0,3,4,12,3,2.0,0.0,4,7,0,0,0,0,0,0,0,42.0,78,9.0,2,4,0,581
774,PhD,In Relationship,6835.0,76,107,2,12.0,2,2,12,0,0.0,0.0,1,20,0,0,0,0,0,0,0,57.0,135,1.0,1,3,0,771
775,Graduation,In Relationship,41452.0,86,13,0,3.0,0,0,0,1,1.0,0.0,2,7,0,0,0,0,0,0,0,61.0,16,4.0,2,4,0,466
776,PhD,Single,40760.0,64,70,0,17.0,0,0,6,2,2.0,1.0,3,6,0,0,0,0,0,0,0,49.0,93,8.0,1,2,0,400
777,PhD,In Relationship,74250.0,90,680,11,392.0,75,0,0,1,2.0,11.0,4,1,0,0,0,0,0,0,0,56.0,1083,18.0,0,2,0,225
778,Master,Single,51124.0,79,26,1,11.0,0,1,4,2,1.0,0.0,3,3,0,0,0,0,0,0,0,59.0,43,6.0,2,3,0,275
779,Graduation,Single,72258.0,28,522,0,522.0,227,120,134,2,6.0,9.0,5,2,0,0,0,0,0,0,0,43.0,1298,22.0,1,2,0,335
780,PhD,Single,71466.0,86,412,12,546.0,78,182,0,1,4.0,4.0,10,1,0,0,0,0,0,0,0,40.0,1152,19.0,0,1,0,131
781,Graduation,In Relationship,36283.0,42,6,5,5.0,8,0,5,2,1.0,0.0,3,4,0,0,0,0,0,0,0,38.0,21,6.0,2,4,0,195
782,Graduation,Single,20587.0,39,2,3,6.0,4,1,9,1,1.0,1.0,2,7,0,0,0,0,0,0,0,44.0,21,5.0,1,2,0,-7
783,Graduation,In Relationship,30467.0,8,1,3,8.0,2,5,5,1,1.0,0.0,2,7,0,0,0,0,0,0,0,42.0,22,4.0,1,3,0,255
784,Graduation,In Relationship,31590.0,40,6,2,15.0,6,6,3,1,1.0,0.0,3,8,0,0,0,0,0,0,0,42.0,32,5.0,1,3,0,497
785,Basic,In Relationship,20425.0,5,4,12,5.0,3,16,17,2,2.0,0.0,3,7,0,0,0,0,0,0,0,28.0,54,7.0,1,3,0,764
786,Master,In Relationship,17144.0,96,18,2,19.0,0,2,6,5,3.0,0.0,4,7,0,0,0,0,0,0,0,54.0,47,12.0,2,4,0,199
787,PhD,Single,42564.0,28,324,48,186.0,39,18,198,6,6.0,8.0,4,7,1,0,0,0,0,0,1,46.0,774,24.0,1,2,2,646
788,Master,In Relationship,43783.0,22,327,9,125.0,25,4,139,6,7.0,1.0,8,7,1,0,0,0,0,0,0,36.0,604,22.0,1,3,1,170
789,Graduation,Single,40780.0,30,229,27,71.0,13,3,34,4,7.0,1.0,5,9,0,0,0,0,0,0,0,38.0,364,17.0,1,2,0,820
790,Master,In Relationship,62847.0,45,521,168,706.0,80,76,61,1,3.0,6.0,4,2,0,0,0,0,0,0,0,69.0,1532,14.0,0,2,0,646
791,PhD,In Relationship,82017.0,58,184,23,446.0,30,23,23,1,5.0,4.0,7,2,0,1,1,1,0,0,1,57.0,699,17.0,0,2,4,821
792,Graduation,Single,16813.0,49,4,8,11.0,12,2,13,1,2.0,0.0,3,7,1,0,0,0,0,0,0,64.0,38,6.0,0,1,1,457
793,Graduation,In Relationship,51267.0,37,183,2,64.0,7,2,12,4,3.0,3.0,5,4,0,0,0,0,0,0,0,36.0,263,15.0,2,4,0,367
794,Graduation,Single,46524.0,70,31,19,35.0,26,14,52,2,1.0,1.0,5,3,0,0,0,0,0,0,0,53.0,151,9.0,1,2,0,512
795,Master,Single,45183.0,33,219,3,60.0,12,9,12,1,4.0,1.0,7,7,0,1,0,0,0,0,0,52.0,303,13.0,0,1,1,653
796,PhD,In Relationship,70421.0,98,479,28,136.0,75,14,35,3,10.0,3.0,7,6,0,0,0,0,0,0,0,60.0,692,23.0,1,3,0,64
797,2n Cycle,Single,60161.0,17,584,44,212.0,46,8,177,3,11.0,4.0,8,8,0,0,0,0,0,0,0,49.0,1025,26.0,1,2,0,758
798,Graduation,In Relationship,73926.0,54,627,91,597.0,159,91,15,1,6.0,5.0,12,3,0,0,0,0,0,0,0,41.0,1421,24.0,0,2,0,618
799,Graduation,In Relationship,19329.0,39,24,1,16.0,12,2,5,3,4.0,0.0,3,8,0,0,0,0,0,0,0,46.0,48,10.0,1,3,0,319
800,Master,In Relationship,61872.0,81,330,5,159.0,36,27,16,4,4.0,4.0,9,4,0,0,0,0,0,0,0,44.0,537,21.0,1,3,0,278
801,Graduation,Single,46984.0,71,19,1,10.0,2,1,8,1,1.0,0.0,3,5,0,0,0,0,0,0,0,58.0,39,5.0,2,3,0,550
802,Graduation,In Relationship,34838.0,62,28,23,29.0,29,14,47,3,2.0,1.0,4,6,0,0,0,0,0,0,0,63.0,141,10.0,2,4,0,625
803,PhD,Single,82716.0,8,606,148,228.0,15,148,22,1,6.0,8.0,13,2,0,0,0,0,0,0,0,70.0,1152,28.0,0,1,0,567
804,Graduation,In Relationship,48192.0,76,1039,43,204.0,153,58,29,3,2.0,8.0,12,8,0,1,0,1,1,0,1,56.0,1373,25.0,0,2,4,475
805,Master,In Relationship,49681.0,66,411,0,26.0,0,0,21,6,7.0,1.0,7,7,0,0,0,0,0,0,0,38.0,458,21.0,2,4,0,539
806,Master,In Relationship,56850.0,83,34,1,19.0,2,7,0,1,1.0,1.0,3,2,0,0,0,0,0,0,0,43.0,61,6.0,1,3,0,176
807,Graduation,In Relationship,55267.0,28,161,28,136.0,32,3,45,4,3.0,4.0,6,3,0,0,0,0,0,0,0,57.0,373,17.0,1,3,0,384
808,Graduation,In Relationship,59666.0,87,623,53,178.0,23,17,133,7,3.0,2.0,8,8,0,1,0,0,0,0,0,42.0,1004,20.0,2,4,1,538
809,Graduation,Single,72504.0,43,604,26,470.0,123,161,94,2,5.0,9.0,6,2,0,0,0,0,0,0,0,42.0,1355,22.0,1,2,0,508
810,Graduation,In Relationship,26872.0,0,3,10,8.0,3,16,32,1,1.0,1.0,2,6,0,0,0,0,0,0,0,33.0,69,5.0,0,2,0,417
811,Graduation,Single,21359.0,1,12,2,17.0,6,1,10,2,2.0,0.0,3,8,0,0,0,0,0,0,1,42.0,42,7.0,1,2,1,595
812,Graduation,Single,73170.0,1,184,174,256.0,50,30,32,1,5.0,4.0,6,2,0,0,0,0,0,0,0,39.0,676,16.0,0,1,0,189
813,Master,In Relationship,52750.0,72,393,0,239.0,90,69,69,6,5.0,7.0,9,4,0,0,0,0,0,0,0,59.0,770,27.0,1,3,0,542
814,PhD,In Relationship,91820.0,72,410,73,747.0,76,161,30,0,5.0,5.0,12,1,0,0,0,0,0,0,0,28.0,1421,22.0,0,2,0,307
815,PhD,In Relationship,65968.0,12,376,9,83.0,19,4,4,2,5.0,4.0,7,3,0,0,0,0,0,0,0,44.0,476,18.0,1,3,0,-10
816,Graduation,In Relationship,30772.0,89,7,2,4.0,2,1,4,1,1.0,0.0,2,6,0,0,0,0,0,0,0,38.0,18,4.0,2,4,0,-85
817,Graduation,Single,22507.0,67,68,0,226.0,51,157,68,3,10.0,2.0,4,9,0,0,0,0,0,0,0,60.0,519,19.0,0,1,0,676
818,Graduation,In Relationship,65685.0,54,642,14,49.0,0,7,57,1,9.0,2.0,9,5,0,0,0,0,0,0,0,42.0,769,21.0,1,3,0,199
819,2n Cycle,In Relationship,25804.0,34,8,7,9.0,13,6,12,2,2.0,0.0,3,8,0,0,0,0,0,0,0,36.0,42,7.0,1,3,0,663
820,PhD,Single,76412.0,15,840,53,804.0,23,71,17,1,5.0,4.0,8,3,0,0,1,1,0,0,1,34.0,1785,18.0,0,1,3,566
821,Graduation,In Relationship,22063.0,43,7,10,13.0,3,11,11,2,2.0,0.0,3,7,0,0,0,0,0,0,0,42.0,52,7.0,1,3,0,443
822,Graduation,Single,57091.0,0,464,5,64.0,7,0,37,1,7.0,3.0,7,5,0,0,0,0,1,0,1,53.0,570,18.0,0,1,2,175
823,Graduation,In Relationship,22419.0,74,30,3,47.0,19,21,42,1,3.0,2.0,2,8,0,0,0,0,0,0,0,51.0,143,8.0,0,2,0,524
824,Graduation,In Relationship,87771.0,61,1492,38,287.0,50,57,33,1,5.0,10.0,4,6,0,1,1,1,1,0,1,55.0,1907,20.0,1,3,5,503
825,2n Cycle,Single,78353.0,51,752,122,476.0,39,153,34,1,10.0,2.0,11,8,0,0,0,0,0,0,0,55.0,1537,24.0,1,2,0,549
826,Graduation,In Relationship,93404.0,97,1279,15,287.0,20,0,15,3,3.0,4.0,7,5,0,1,1,0,0,0,0,60.0,1596,17.0,3,5,2,423
827,Graduation,Single,37859.0,75,22,1,8.0,2,1,2,2,1.0,0.0,3,8,0,0,0,0,0,0,0,52.0,34,6.0,3,4,0,296
828,PhD,Single,80995.0,83,860,28,409.0,73,56,56,1,8.0,9.0,4,4,0,0,0,0,0,0,0,56.0,1409,22.0,1,2,0,314
829,Graduation,In Relationship,16529.0,23,3,0,5.0,13,0,1,1,1.0,0.0,3,6,0,0,0,0,0,0,0,30.0,9,5.0,1,3,0,315
830,PhD,Single,55412.0,65,10,5,28.0,11,1,8,1,2.0,0.0,3,5,0,0,0,0,0,0,0,38.0,52,6.0,2,3,0,315
831,Graduation,Single,48789.0,94,351,16,156.0,7,5,145,1,6.0,4.0,7,6,0,0,0,0,0,0,0,22.0,673,18.0,0,1,0,695
832,PhD,In Relationship,56575.0,42,421,5,90.0,0,16,10,3,7.0,3.0,7,5,0,0,0,0,0,0,0,47.0,542,20.0,2,4,0,539
833,2n Cycle,In Relationship,25130.0,10,2,5,7.0,0,18,18,2,2.0,0.0,3,7,0,0,0,0,0,0,0,34.0,50,7.0,1,3,0,655
834,Graduation,In Relationship,35441.0,94,25,1,9.0,2,1,1,2,1.0,0.0,3,8,0,0,0,0,0,0,0,47.0,37,6.0,2,4,0,567
835,Graduation,In Relationship,71391.0,50,336,123,274.0,46,123,141,5,6.0,5.0,12,3,0,0,0,0,0,0,0,58.0,997,28.0,1,3,0,568
836,Master,Single,49494.0,46,191,9,97.0,0,6,82,2,6.0,1.0,5,7,0,0,0,0,0,0,0,42.0,385,14.0,1,2,0,545
837,Graduation,Single,81702.0,98,563,50,774.0,28,31,187,1,7.0,7.0,12,3,0,0,0,0,0,0,0,34.0,1605,27.0,0,1,0,707
838,2n Cycle,Single,45889.0,42,31,0,6.0,0,1,8,1,1.0,0.0,3,6,0,0,0,0,0,0,0,34.0,46,5.0,1,2,0,626
839,Graduation,Single,56628.0,30,479,5,82.0,7,17,171,2,7.0,6.0,5,5,1,0,0,0,0,0,0,37.0,754,20.0,1,2,1,231
840,Graduation,In Relationship,34026.0,11,18,6,15.0,12,8,17,3,2.0,1.0,3,5,0,0,0,0,0,0,0,64.0,64,9.0,2,4,0,567
841,Graduation,In Relationship,40049.0,61,91,65,52.0,10,44,28,3,3.0,2.0,6,5,0,0,0,0,0,0,0,40.0,280,14.0,1,3,0,677
842,Graduation,Single,34176.0,12,5,7,24.0,19,14,20,4,3.0,0.0,4,6,0,0,0,0,0,0,0,26.0,70,11.0,1,2,0,-10
843,Graduation,In Relationship,19419.0,76,2,14,28.0,16,3,7,4,4.0,0.0,3,9,0,0,0,0,0,0,0,33.0,54,11.0,1,3,0,711
844,2n Cycle,In Relationship,82504.0,2,362,50,431.0,134,35,54,1,3.0,6.0,7,1,0,0,0,0,0,0,0,54.0,932,17.0,0,2,0,496
845,Graduation,In Relationship,81205.0,43,724,74,929.0,97,55,130,1,5.0,6.0,7,2,1,0,1,0,1,0,1,44.0,1912,19.0,0,2,4,285
846,2n Cycle,Single,61618.0,27,605,91,399.0,0,45,205,2,3.0,6.0,8,3,0,0,0,0,0,0,0,23.0,1345,19.0,0,1,0,772
847,Master,Single,55284.0,60,547,7,140.0,0,7,63,3,7.0,5.0,8,5,0,0,0,0,0,0,0,58.0,764,23.0,1,2,0,653
848,Graduation,Single,49980.0,79,104,1,54.0,13,9,14,2,3.0,1.0,5,5,0,0,0,0,0,0,0,51.0,182,11.0,1,2,0,331
849,Graduation,In Relationship,15072.0,96,8,2,15.0,0,10,18,4,3.0,1.0,3,5,0,0,0,0,0,0,0,34.0,53,11.0,2,4,0,332
850,Graduation,Single,49166.0,17,224,2,25.0,7,0,110,2,5.0,3.0,3,6,0,0,0,0,0,0,0,40.0,361,13.0,1,2,0,525
851,PhD,In Relationship,65324.0,0,384,0,102.0,21,32,5,3,6.0,2.0,9,4,0,0,0,0,0,0,0,60.0,523,20.0,1,3,0,36
852,2n Cycle,In Relationship,82347.0,38,556,54,845.0,202,133,63,1,7.0,7.0,10,3,1,0,0,1,0,0,0,57.0,1651,25.0,0,2,2,871
853,PhD,In Relationship,30843.0,43,24,0,2.0,0,0,9,2,1.0,1.0,2,5,1,0,0,0,0,0,0,48.0,35,6.0,2,4,1,152
854,PhD,In Relationship,46374.0,1,408,0,21.0,0,0,17,3,7.0,1.0,7,8,0,1,0,1,0,0,1,40.0,446,18.0,1,3,3,264
855,Graduation,Single,60474.0,25,265,199,303.0,234,9,170,7,10.0,2.0,12,7,0,0,0,0,0,0,0,35.0,946,31.0,1,2,0,677
856,Master,In Relationship,38576.0,2,34,0,7.0,0,0,0,1,1.0,0.0,3,7,0,0,0,0,0,0,0,41.0,41,5.0,1,3,0,246
857,Graduation,In Relationship,55357.0,66,374,64,116.0,84,25,64,3,6.0,2.0,11,5,0,0,0,0,0,0,0,29.0,643,22.0,2,4,0,590
858,Graduation,In Relationship,37758.0,49,27,2,10.0,0,0,1,2,1.0,0.0,3,8,0,0,0,0,0,0,0,48.0,40,6.0,2,4,0,922
859,2n Cycle,In Relationship,85710.0,5,600,20,350.0,29,30,33,1,6.0,9.0,10,2,0,0,1,0,0,0,0,25.0,1033,26.0,0,2,1,576
860,Graduation,In Relationship,23228.0,71,13,2,18.0,6,1,0,2,2.0,0.0,3,8,0,0,0,0,0,0,0,45.0,34,7.0,1,3,0,244
861,Master,In Relationship,44602.0,35,167,2,89.0,0,0,34,6,6.0,1.0,4,8,0,0,0,0,0,0,0,45.0,292,17.0,2,4,0,260
862,Graduation,In Relationship,7500.0,94,0,2,3.0,4,1,5,1,0.0,0.0,3,6,0,0,0,0,0,0,0,27.0,11,4.0,0,2,0,368
863,2n Cycle,In Relationship,38683.0,80,46,35,69.0,84,41,66,6,4.0,1.0,6,7,0,0,0,0,0,0,0,25.0,257,17.0,1,3,0,891
864,2n Cycle,Single,49514.0,61,88,39,78.0,58,13,93,2,6.0,1.0,4,7,0,0,0,0,0,0,0,39.0,311,13.0,1,2,0,294
865,PhD,In Relationship,57906.0,29,243,11,119.0,10,3,15,3,4.0,2.0,8,4,0,0,0,0,0,0,0,41.0,391,17.0,1,3,0,367
866,Master,Single,43456.0,0,275,11,68.0,25,7,7,3,5.0,1.0,8,5,0,0,0,0,0,0,0,48.0,368,17.0,1,2,0,621
867,Master,Single,19485.0,80,6,0,4.0,0,0,0,1,1.0,0.0,2,7,0,0,0,0,0,0,0,28.0,10,4.0,2,3,0,359
868,Graduation,In Relationship,53172.0,54,121,62,90.0,68,20,125,3,2.0,3.0,8,3,0,0,0,0,0,0,0,36.0,418,16.0,1,3,0,496
869,Graduation,In Relationship,30545.0,71,4,12,15.0,19,7,12,2,2.0,0.0,3,7,0,0,0,0,0,0,0,35.0,50,7.0,1,3,0,710
870,PhD,In Relationship,70123.0,27,1308,0,396.0,23,0,0,1,5.0,7.0,4,3,0,1,0,0,1,0,0,31.0,1704,17.0,0,2,2,408
871,Graduation,Single,62450.0,61,515,47,267.0,62,66,38,2,5.0,5.0,4,3,0,1,0,0,0,0,0,55.0,933,16.0,1,2,1,128
872,Graduation,In Relationship,21675.0,55,4,0,16.0,17,4,4,3,4.0,0.0,3,7,0,0,0,0,0,0,0,38.0,28,10.0,1,3,0,-24
873,2n Cycle,Single,42395.0,35,48,13,57.0,24,15,25,4,3.0,1.0,4,7,0,0,0,0,0,0,0,33.0,158,12.0,2,3,0,212
874,Master,In Relationship,61346.0,34,562,58,168.0,43,16,142,1,5.0,7.0,10,3,0,0,0,0,0,0,0,36.0,946,23.0,1,3,0,511
875,Graduation,In Relationship,80812.0,95,769,22,500.0,210,143,33,1,4.0,8.0,5,2,1,0,1,1,0,0,0,61.0,1467,18.0,0,2,3,351
876,Master,Single,42835.0,64,379,4,93.0,12,9,98,7,6.0,6.0,4,6,0,0,0,0,0,0,0,43.0,583,23.0,2,3,0,461
877,Graduation,In Relationship,39922.0,30,29,12,59.0,19,1,36,2,3.0,0.0,4,8,0,0,0,0,0,0,0,31.0,137,9.0,1,3,0,631
878,Master,Single,86424.0,12,387,68,569.0,89,45,68,1,6.0,9.0,12,1,0,0,0,0,0,0,0,58.0,1137,28.0,0,1,0,205
879,2n Cycle,In Relationship,17117.0,96,12,23,38.0,30,18,7,4,3.0,1.0,3,9,0,0,0,0,0,0,0,36.0,98,11.0,1,3,0,593
880,Graduation,Single,24762.0,16,6,10,12.0,3,15,40,3,3.0,1.0,2,8,1,0,0,0,0,0,1,42.0,83,9.0,1,2,2,50
881,Graduation,In Relationship,35797.0,16,27,1,14.0,4,1,21,2,2.0,0.0,3,8,0,0,0,0,0,0,0,39.0,64,7.0,1,3,0,766
882,Graduation,Single,36627.0,78,9,1,5.0,0,0,1,1,0.0,0.0,3,5,0,0,0,0,0,0,0,39.0,16,4.0,2,3,0,424
883,2n Cycle,In Relationship,51111.0,83,22,0,19.0,6,5,3,2,2.0,0.0,3,6,0,0,0,0,0,0,0,33.0,49,7.0,2,4,0,88
884,PhD,Single,86857.0,96,899,102,838.0,133,102,40,1,5.0,6.0,10,2,0,0,0,0,0,0,1,42.0,1981,22.0,0,1,1,632
885,PhD,In Relationship,82072.0,67,889,55,685.0,168,92,129,1,3.0,2.0,13,1,0,0,0,0,0,0,0,44.0,1850,19.0,0,2,0,601
886,PhD,Single,46231.0,87,189,2,55.0,0,5,12,4,6.0,1.0,4,9,0,0,0,0,0,0,0,61.0,263,15.0,3,4,0,654
887,Graduation,In Relationship,42243.0,34,48,0,2.0,0,0,5,2,2.0,0.0,3,7,0,0,0,0,0,0,0,55.0,55,7.0,2,4,0,356
888,Graduation,In Relationship,51195.0,46,230,14,156.0,82,24,58,8,9.0,2.0,5,8,0,0,0,0,0,0,0,52.0,482,24.0,2,4,0,656
889,Master,Single,68092.0,7,852,60,207.0,78,36,48,2,2.0,6.0,10,5,0,0,0,0,0,0,0,36.0,1203,20.0,0,1,0,349
890,Graduation,In Relationship,31814.0,73,35,3,20.0,4,1,20,2,2.0,0.0,3,9,1,0,0,0,0,0,0,41.0,79,7.0,1,3,1,388
891,Master,Single,51390.0,54,205,20,47.0,23,2,56,6,5.0,2.0,5,5,0,0,0,0,0,0,0,49.0,330,18.0,2,3,0,796
892,Graduation,In Relationship,76630.0,93,255,31,446.0,40,56,175,1,3.0,10.0,11,1,0,0,0,0,0,0,0,31.0,963,25.0,0,2,0,234
893,Basic,Single,26868.0,52,0,0,1.0,8,3,2,1,1.0,0.0,2,7,0,0,0,0,0,0,0,23.0,6,4.0,1,2,0,169
894,PhD,Single,48948.0,53,437,8,206.0,160,49,42,2,7.0,10.0,5,6,1,0,0,0,0,0,1,71.0,742,24.0,0,1,2,651
895,PhD,Single,55260.0,81,825,8,53.0,11,0,242,2,8.0,10.0,5,6,0,0,0,0,0,0,0,42.0,1128,25.0,1,2,0,644
896,Graduation,In Relationship,64090.0,8,316,58,161.0,76,51,135,1,6.0,9.0,4,5,0,0,0,0,0,0,1,58.0,721,20.0,1,3,1,509
897,Graduation,Single,78331.0,97,756,138,354.0,160,169,61,2,10.0,6.0,7,4,0,0,0,0,0,0,0,56.0,1478,25.0,1,2,0,221
898,PhD,In Relationship,37087.0,50,194,55,134.0,15,0,3,3,4.0,2.0,8,6,0,0,0,0,0,0,0,40.0,386,17.0,1,3,0,344
899,Graduation,Single,21846.0,38,7,17,18.0,6,10,26,4,4.0,0.0,3,8,0,0,0,0,0,0,0,28.0,78,11.0,1,2,0,373
900,Graduation,In Relationship,81320.0,61,183,33,493.0,59,103,57,1,4.0,3.0,10,2,0,0,0,0,0,0,0,56.0,869,18.0,0,2,0,492
901,Graduation,Single,54137.0,46,171,0,11.0,0,1,20,2,4.0,1.0,4,6,0,0,0,0,0,0,0,44.0,203,11.0,1,2,0,432
902,Graduation,In Relationship,66825.0,73,243,101,405.0,29,40,40,1,4.0,5.0,6,2,0,0,0,0,0,0,0,47.0,829,16.0,0,2,0,438
903,Graduation,In Relationship,57100.0,19,181,21,69.0,39,3,96,1,3.0,3.0,6,3,0,0,0,0,0,0,0,41.0,370,13.0,0,2,0,585
904,Graduation,In Relationship,58917.0,10,151,7,89.0,0,7,28,5,4.0,1.0,6,5,0,0,0,0,0,0,0,45.0,282,16.0,3,5,0,613
905,Graduation,Single,85072.0,94,494,92,391.0,194,11,241,1,3.0,4.0,10,0,0,0,0,0,0,0,0,37.0,1229,18.0,0,1,0,0
906,Graduation,Single,86429.0,10,464,28,873.0,29,18,37,0,7.0,4.0,7,2,0,0,0,1,0,0,1,53.0,1420,18.0,0,1,2,371
907,Graduation,Single,45684.0,37,5,1,5.0,10,0,7,1,1.0,0.0,2,7,0,0,0,0,0,0,0,43.0,18,4.0,1,2,0,626
908,Graduation,In Relationship,47889.0,94,29,0,29.0,0,5,4,1,2.0,0.0,3,5,0,0,0,0,0,0,0,40.0,67,6.0,1,3,0,156
909,PhD,In Relationship,45921.0,23,102,9,49.0,24,3,12,1,2.0,1.0,6,4,0,0,0,0,0,0,0,28.0,175,10.0,0,2,0,42
910,PhD,Single,78420.0,75,604,28,674.0,91,28,28,1,3.0,10.0,8,1,0,0,0,0,0,0,0,48.0,1362,22.0,0,1,0,451
911,Graduation,In Relationship,75114.0,40,571,12,523.0,63,60,24,1,3.0,10.0,5,2,0,0,0,0,0,0,0,22.0,1190,19.0,0,2,0,474
912,PhD,Single,52278.0,24,953,0,71.0,0,0,174,6,10.0,5.0,10,8,0,0,0,0,0,0,1,51.0,1198,31.0,1,2,1,657
